customer_id,customer_name,region,country,customer_type,signup_date,preferred_channel,email_opt_in,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,clv_historical,clv_predicted,tenure_years,purchase_freq_per_year,avg_order_value,favorite_category,last_product_purchased,top_purchase_channel,total_units,last_purchase_date,first_purchase_date,total_sessions,avg_pages_per_session,avg_time_on_site,cart_adds,days_since_last_session,total_tickets,avg_csat,avg_resolution_hours,escalation_rate,total_touches,open_rate,conversion_rate,churned,segment,segment_name,churn_probability,predicted_churn,recommended_product,recommendation_score
C104484,Robert Williams,North America,Mexico,Enterprise,2025-01-28,Online,1,171.0,4.0,768.9200000000001,4,3,3,433.0,10.0,768.92,618.8,1.541409993155373,2.5950266429840143,96.115,Furniture,Bluetooth Speaker,Online,8.0,2026-02-24,2025-08-22,20.0,9.3,8.32,5.0,13.0,4.0,1.25,21.975,0.25,6.0,0.5,0.0,0,2,Regular Customers,0.101,0,Office Chair,0.799
C104485,Amara Walker,APAC,India,Individual,2026-03-24,In-Store,1,143.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3915126625598905,0.0,0.0,,,In-Store,0.0,,,23.0,7.826086956521739,7.591304347826087,1.0,16.0,0.0,2.3524457602403785,0.0,0.0,8.0,0.625,0.25,0,0,Lost / Dormant,0.0041,0,Yoga Mat,0.0045
C104486,Charles Miller,North America,Canada,Individual,2025-04-23,Online,0,217.0,1.0,116.99,4,5,5,455.0,14.0,116.99,199.45,1.3086926762491444,0.7641213389121339,116.99,Apparel,Winter Jacket,In-Store,1.0,2026-01-09,2026-01-09,14.0,6.285714285714286,6.828571428571428,1.0,87.0,1.0,1.0,26.7,0.0,1.0,1.0,0.0,1,1,New / Occasional,0.9421,1,Running Shoes,0.8771
C104487,Patricia Rodriguez,Europe,Spain,Enterprise,2023-05-17,B2B Direct,1,370.0,4.0,1209.95,5,3,2,532.0,10.0,1209.95,731.52,3.24435318275154,1.2329113924050634,241.99,Electronics,Standing Desk,Online,5.0,2025-08-09,2024-08-15,7.0,5.142857142857143,3.8285714285714287,1.0,120.0,2.0,1.0,3.25,0.5,1.0,0.0,0.0,1,1,New / Occasional,0.9178,1,Kids Building Blocks,0.7612
C104488,Sofia Taylor,APAC,India,Individual,2022-01-15,Online,1,261.0,5.0,2692.86,5,2,1,521.0,8.0,2692.86,801.2,4.577686516084873,1.0922547846889952,269.286,Electronics,Office Chair,Online,14.0,2025-11-26,2023-11-10,9.0,5.666666666666667,5.866666666666667,2.0,30.0,1.0,1.0,30.2,0.0,3.0,0.3333333333333333,0.3333333333333333,1,1,New / Occasional,0.9345,1,Espresso Machine,0.8195
C104489,Jessica Miller,Europe,Netherlands,Individual,2023-10-04,In-Store,1,250.0,4.0,514.94,5,3,4,534.0,12.0,514.94,371.69,2.861054072553046,1.3980861244019138,102.988,Beauty,Perfume,Online,6.0,2025-12-07,2025-03-17,7.0,6.857142857142857,5.6571428571428575,0.0,113.0,6.0,2.0,17.483333333333334,0.0,2.0,0.5,0.0,1,1,New / Occasional,0.9572,1,Cookware Set,0.693
C104490,Omar Jones,North America,Canada,Individual,2025-11-02,In-Store,0,38.0,2.0,483.98,2,5,4,254.0,11.0,483.98,1726.09,0.7802874743326489,2.563157894736842,241.99,Sports & Outdoors,Mountain Bike,In-Store,2.0,2026-07-07,2026-07-05,21.0,8.904761904761905,8.119047619047619,0.0,15.0,0.0,2.3524457602403785,0.0,0.0,7.0,0.4285714285714285,0.0,0,2,Regular Customers,0.0113,0,Board Game Set,0.0085
C104491,Ethan White,APAC,Japan,Small Business,2025-02-10,Online,1,4.0,1.0,404.97,1,5,4,154.0,10.0,404.97,766.47,1.5058179329226558,0.6640909090909091,404.97,Home & Kitchen,Cookware Set,Online,3.0,2026-08-10,2026-08-10,15.0,6.8,7.686666666666666,1.0,42.0,3.0,2.6666666666666665,15.766666666666666,0.0,5.0,0.4,0.0,0,2,Regular Customers,0.0009,0,Espresso Machine,0.9688
C104492,Patricia Anderson,Europe,France,Individual,2021-09-19,In-Store,1,233.0,9.0,1808.86,5,1,2,512.0,8.0,1808.86,707.7,4.900752908966461,1.836452513966481,139.1430769230769,Electronics,Kids Building Blocks,In-Store,14.0,2025-12-24,2024-01-05,14.0,7.0,7.178571428571429,1.0,88.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.2,0.2,1,3,Champions,0.9695,1,Smart Watch,0.6998
C104493,Noah Johnson,APAC,South Korea,Individual,2022-08-03,Online,1,180.0,16.0,2856.24,4,1,1,411.0,6.0,2856.24,1435.12,4.030116358658453,3.9701086956521743,129.82909090909092,Home & Kitchen,Air Fryer,Online,26.0,2026-02-15,2023-04-09,21.0,8.380952380952381,7.747619047619047,9.0,124.0,1.0,1.0,6.8,1.0,7.0,0.4285714285714285,0.2857142857142857,0,3,Champions,0.1658,0,Denim Jeans,0.8135
C104494,Ananya Anderson,APAC,India,Individual,2024-04-17,Online,1,849.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,2.324435318275154,0.0,0.0,,,Online,0.0,,,22.0,8.954545454545455,8.19090909090909,0.0,46.0,7.0,1.1428571428571428,20.32857142857143,0.1428571428571428,2.0,1.0,0.0,1,0,Lost / Dormant,0.9989,1,Yoga Mat,0.0045
C104495,Yuki Lee,APAC,Japan,Individual,2021-12-23,Marketplace,0,31.0,12.0,3140.23,2,1,1,211.0,4.0,3140.23,1051.93,4.640657084188912,2.5858407079646017,142.73772727272728,Electronics,Espresso Machine,Online,27.0,2026-07-14,2024-09-18,2.0,7.0,10.15,1.0,168.0,2.0,1.5,10.75,0.5,2.0,1.0,0.0,0,3,Champions,0.0032,0,Skincare Set,0.7646
C104496,Robert Wilson,Europe,Germany,Individual,2024-12-13,Online,1,43.0,1.0,179.96,2,5,5,255.0,12.0,179.96,153.8,1.6673511293634498,0.5997536945812808,89.98,Beauty,Yoga Mat,Online,4.0,2026-07-02,2026-07-02,11.0,5.909090909090909,6.654545454545455,4.0,13.0,1.0,2.0,29.4,0.0,1.0,0.0,0.0,0,1,New / Occasional,0.0099,0,Perfume,0.8631
C104497,Sarah Johnson,North America,Mexico,Individual,2022-11-29,Online,1,637.0,1.0,129.98,5,5,5,555.0,15.0,129.98,38.07,3.707049965776865,0.2697562776957164,64.99,Apparel,Denim Jeans,In-Store,2.0,2024-11-15,2024-11-15,16.0,6.875,7.9,1.0,14.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.6,0.0,1,2,Regular Customers,0.9978,1,Running Shoes,0.9107
C104498,Yuki Harris,North America,USA,Individual,2026-05-31,Online,1,75.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.2053388090349076,0.0,0.0,,,Online,0.0,,,15.0,6.666666666666667,6.96,1.0,4.0,1.0,3.0,17.1,0.0,4.0,0.5,0.25,0,0,Lost / Dormant,0.0008,0,Yoga Mat,0.0045
C104499,Hiroshi Clark,Europe,UK,Individual,2024-05-09,Online,0,165.0,3.0,932.95,4,4,3,443.0,11.0,932.95,656.0,2.264202600958248,1.32496977025393,186.59,Sports & Outdoors,Yoga Mat,Online,5.0,2026-03-02,2025-10-30,14.0,7.214285714285714,7.649999999999999,1.0,8.0,1.0,1.0,13.9,0.0,6.0,0.5,0.1666666666666666,0,2,Regular Customers,0.472,0,Board Game Set,0.7939
C104500,Karen Jackson,Europe,France,Individual,2026-04-10,In-Store,1,126.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3449691991786447,0.0,0.0,,,In-Store,0.0,,,4.0,4.75,10.525,0.0,19.0,3.0,1.0,12.266666666666666,0.6666666666666666,5.0,0.2,0.0,0,0,Lost / Dormant,0.0082,0,Yoga Mat,0.0045
C104501,Joseph Robinson,Europe,UK,Small Business,2023-11-03,Online,0,1015.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,2.778918548939082,0.0,0.0,,,Online,0.0,,,4.0,4.75,7.525,2.0,289.0,1.0,4.0,9.9,0.0,0.0,0.0,0.0,1,0,Lost / Dormant,0.9883,1,Yoga Mat,0.0045
C104502,Mary Martinez,North America,USA,Individual,2022-03-19,Online,0,103.0,4.0,997.39,3,3,3,333.0,9.0,997.39,322.64,4.405201916495551,0.9080174021131135,124.67375,Home & Kitchen,Laptop Backpack,Online,11.0,2026-05-03,2024-08-02,13.0,7.384615384615385,7.223076923076923,1.0,332.0,1.0,5.0,6.6,0.0,2.0,0.5,0.0,0,4,Loyal High-Value,0.0163,0,Board Game Set,0.8512
C104503,Diego Walker,North America,Canada,Individual,2022-12-27,Marketplace,1,287.0,2.0,962.47,5,5,3,553.0,13.0,962.47,462.9,3.6303901437371664,0.5509049773755657,320.8233333333333,Sports & Outdoors,Mountain Bike,Online,3.0,2025-10-31,2025-05-11,11.0,6.2727272727272725,7.745454545454546,0.0,45.0,1.0,4.0,12.9,0.0,6.0,0.5,0.0,0,4,Loyal High-Value,0.4657,0,Wireless Earbuds Pro,0.5279
C104504,Barbara Gonzalez,Europe,Spain,Individual,2025-10-22,In-Store,0,296.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.810403832991102,0.0,0.0,,,In-Store,0.0,,,13.0,7.846153846153846,7.061538461538461,3.0,38.0,2.0,2.0,11.4,0.0,3.0,0.6666666666666666,0.0,1,0,Lost / Dormant,0.9933,1,Yoga Mat,0.0045
C104505,Ava Gonzalez,North America,USA,Individual,2021-10-13,Online,0,82.0,16.0,4496.7,3,1,1,311.0,5.0,4496.7,1696.36,4.8350444900752905,3.309173272933182,179.868,Furniture,Kids Building Blocks,Online,31.0,2026-05-24,2022-11-04,11.0,8.636363636363637,8.663636363636364,5.0,256.0,2.0,2.5,26.15,0.0,4.0,0.75,0.0,0,3,Champions,0.0018,0,Yoga Mat,0.822
C104506,Michael Clark,APAC,South Korea,Individual,2025-11-15,B2B Direct,1,158.0,2.0,291.47,4,5,5,455.0,14.0,291.47,537.07,0.7446954140999316,2.6856617647058822,97.15666666666664,Apparel,Wireless Earbuds Pro,Online,3.0,2026-03-09,2026-01-28,22.0,7.954545454545454,7.586363636363637,7.0,4.0,2.0,1.5,10.25,0.0,5.0,0.6,0.0,0,2,Regular Customers,0.3229,0,Denim Jeans,0.7977
C104507,Wei Jackson,North America,Mexico,Individual,2026-03-07,B2B Direct,0,20.0,3.0,499.97,1,4,4,144.0,9.0,499.97,3207.76,0.4380561259411362,6.8484375,166.65666666666667,Furniture,Standing Desk,In-Store,3.0,2026-07-25,2026-06-20,8.0,7.625,7.675,1.0,18.0,2.0,2.0,24.35,0.0,4.0,0.5,0.0,0,3,Champions,0.0004,0,Skincare Set,0.7651
C104508,Linda Jackson,Europe,Spain,Individual,2024-07-05,Online,1,114.0,1.0,249.99,3,5,5,355.0,13.0,249.99,325.33,2.108145106091718,0.4743506493506493,249.99,Home & Kitchen,Espresso Machine,B2B Direct,1.0,2026-04-22,2026-04-22,4.0,5.0,7.2,0.0,205.0,3.0,2.6666666666666665,13.833333333333334,0.0,2.0,0.5,0.0,0,1,New / Occasional,0.004,0,Cookware Set,0.74
C104509,Fatima Anderson,Latin America,Argentina,Small Business,2022-07-24,B2B Direct,0,61.0,7.0,2074.92,2,2,1,221.0,5.0,2074.92,1275.25,4.057494866529774,1.7252024291497976,259.365,Sports & Outdoors,Denim Jeans,Online,8.0,2026-06-14,2023-12-18,10.0,6.8,6.99,4.0,248.0,0.0,2.3524457602403785,0.0,0.0,2.0,0.5,0.0,0,3,Champions,0.0018,0,Cookware Set,0.6536
C104510,Fatima Ramirez,North America,Mexico,Individual,2025-04-21,In-Store,1,102.0,3.0,289.96000000000004,3,4,5,345.0,12.0,289.96,436.87,1.3141683778234086,2.2828125,72.49000000000001,Apparel,Yoga Mat,Online,4.0,2026-05-04,2025-08-01,14.0,9.142857142857142,9.035714285714286,2.0,10.0,0.0,2.3524457602403785,0.0,0.0,9.0,0.7777777777777778,0.2222222222222222,0,2,Regular Customers,0.0802,0,Denim Jeans,0.8225
C104511,Barbara Ramirez,Europe,UK,Small Business,2023-04-20,B2B Direct,1,165.0,6.0,1933.42,4,2,1,421.0,7.0,1933.42,1206.48,3.3182751540041067,1.808168316831684,241.6775,Sports & Outdoors,Mountain Bike,Marketplace,8.0,2026-03-02,2024-08-02,10.0,5.8,8.190000000000001,2.0,174.0,0.0,2.3524457602403785,0.0,0.0,6.0,0.6666666666666666,0.1666666666666666,0,1,New / Occasional,0.1112,0,Skincare Set,0.6925
C104512,Jennifer King,North America,Canada,Individual,2026-05-19,B2B Direct,1,87.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.2381930184804928,0.0,0.0,,,B2B Direct,0.0,,,4.0,6.25,8.100000000000001,0.0,3.0,2.0,1.0,24.4,0.0,4.0,0.25,0.0,0,0,Lost / Dormant,0.0076,0,Yoga Mat,0.0045
C104513,Susan Perez,APAC,Japan,Small Business,2025-02-22,In-Store,1,538.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,1.4729637234770705,0.0,0.0,,,In-Store,0.0,,,8.0,6.875,9.4625,0.0,24.0,1.0,5.0,25.9,0.0,4.0,0.75,0.0,1,0,Lost / Dormant,0.9959,1,Yoga Mat,0.0045
C104514,Chen Rodriguez,Europe,Spain,Individual,2022-05-13,Online,1,24.0,8.0,1614.9,1,1,2,112.0,4.0,1614.9,961.56,4.254620123203286,1.88030888030888,179.43333333333334,Sports & Outdoors,Running Shoes,Online,10.0,2026-07-21,2024-03-04,14.0,7.714285714285714,8.371428571428572,3.0,230.0,0.0,2.3524457602403785,0.0,0.0,9.0,0.6666666666666666,0.0,0,3,Champions,0.0014,0,Board Game Set,0.7381
C104515,John Garcia,Europe,Italy,Individual,2026-04-13,B2B Direct,1,123.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3367556468172484,0.0,0.0,,,B2B Direct,0.0,,,13.0,8.615384615384615,8.584615384615384,1.0,2.0,2.0,1.5,14.85,0.5,2.0,1.0,0.0,0,0,Lost / Dormant,0.0035,0,Yoga Mat,0.0045
C104516,Patricia Johnson,Europe,UK,Small Business,2026-04-02,In-Store,1,134.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3668720054757016,0.0,0.0,,,In-Store,0.0,,,13.0,7.153846153846154,7.515384615384615,0.0,12.0,1.0,3.0,11.0,1.0,2.0,0.5,0.0,0,0,Lost / Dormant,0.0007,0,Yoga Mat,0.0045
C104517,Yuki Sanchez,Middle East,UAE,Individual,2022-12-06,Online,1,74.0,6.0,1257.39,3,2,2,322.0,7.0,1257.39,728.78,3.68788501026694,1.6269487750556797,157.17375,Furniture,Standing Desk,Online,11.0,2026-06-01,2024-10-06,17.0,6.941176470588236,7.670588235294118,3.0,58.0,1.0,2.0,5.0,0.0,6.0,0.8333333333333334,0.1666666666666666,0,2,Regular Customers,0.0416,0,Skincare Set,0.7573
C104518,Priya Jones,North America,Mexico,Individual,2024-09-18,Online,0,160.0,3.0,2199.94,4,4,1,441.0,9.0,2199.94,1504.6,1.9028062970568105,1.5766187050359712,366.6566666666667,Sports & Outdoors,Espresso Machine,Online,6.0,2026-03-07,2025-08-02,6.0,6.333333333333333,6.95,0.0,99.0,0.0,2.3524457602403785,0.0,0.0,1.0,1.0,1.0,0,1,New / Occasional,0.6476,1,Cookware Set,0.7018
C104519,Patricia Thompson,North America,Mexico,Individual,2022-07-16,Online,1,7.0,3.0,479.97,1,4,4,144.0,9.0,479.97,335.32,4.079397672826831,0.7354026845637585,159.99,Home & Kitchen,Yoga Mat,Online,3.0,2026-08-07,2025-12-31,9.0,7.222222222222222,8.644444444444444,0.0,80.0,1.0,4.0,7.4,0.0,8.0,0.5,0.125,0,4,Loyal High-Value,0.0036,0,Cookware Set,0.8995
C104520,Amara Garcia,Middle East,Qatar,Small Business,2026-06-22,B2B Direct,0,53.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.1451060917180013,0.0,0.0,,,B2B Direct,0.0,,,11.0,6.2727272727272725,7.872727272727272,3.0,5.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.25,0.25,0,0,Lost / Dormant,0.0019,0,Yoga Mat,0.0045
C104521,Priya Smith,Europe,Spain,Individual,2021-02-01,Marketplace,1,57.0,16.0,4126.25,2,1,1,211.0,4.0,4126.25,1417.58,5.530458590006845,2.893069306930693,171.92708333333334,Electronics,Kids Building Blocks,Online,25.0,2026-06-18,2022-09-23,17.0,9.352941176470589,8.870588235294118,4.0,224.0,1.0,1.0,8.4,1.0,7.0,0.8571428571428571,0.0,0,3,Champions,0.0111,0,Wireless Earbuds Pro,0.8443
C104522,Michael King,Middle East,UAE,Small Business,2025-06-22,Online,1,34.0,3.0,663.69,2,4,4,244.0,10.0,663.69,1239.61,1.1444216290212184,2.6214114832535884,165.9225,Sports & Outdoors,Perfume,Online,6.0,2026-07-11,2026-02-05,13.0,9.76923076923077,10.415384615384616,2.0,3.0,1.0,3.0,3.1,0.0,8.0,0.875,0.25,0,4,Loyal High-Value,0.0027,0,Skincare Set,0.7683
C104523,Hiroshi Sanchez,Europe,Italy,Individual,2021-02-12,Online,1,9.0,3.0,465.44,1,4,4,144.0,9.0,465.44,120.58,5.500342231348392,0.5454206072672971,77.57333333333334,Furniture,Office Chair,In-Store,6.0,2026-08-05,2024-09-10,10.0,5.4,6.2,2.0,245.0,1.0,3.0,10.0,0.0,2.0,1.0,0.0,0,4,Loyal High-Value,0.0012,0,Perfume,0.8021
C104524,Karen Harris,Middle East,Kuwait,Individual,2026-04-01,Online,0,135.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3696098562628336,0.0,0.0,,,Online,0.0,,,9.0,6.333333333333333,7.899999999999999,0.0,3.0,3.0,1.3333333333333333,19.53333333333333,0.0,4.0,1.0,0.25,0,0,Lost / Dormant,0.0051,0,Yoga Mat,0.0045
C104525,Liam Gonzalez,Europe,Spain,Individual,2024-10-06,In-Store,1,292.0,1.0,79.99,5,5,5,555.0,15.0,79.99,97.38,1.8535249828884328,0.5395125553914328,79.99,Apparel,Running Shoes,In-Store,1.0,2025-10-26,2025-10-26,21.0,8.0,8.79047619047619,3.0,25.0,1.0,3.0,13.2,0.0,4.0,0.25,0.0,0,2,Regular Customers,0.2111,0,Denim Jeans,0.9116
C104526,Diego Taylor,APAC,Singapore,Individual,2024-09-19,Marketplace,1,87.0,5.0,799.9200000000001,3,2,3,323.0,8.0,799.92,732.45,1.9000684462696784,2.631484149855908,99.99,Furniture,Board Game Set,Online,8.0,2026-05-19,2025-06-05,11.0,9.0,8.799999999999999,0.0,8.0,1.0,2.0,12.4,0.0,3.0,0.6666666666666666,0.0,0,1,New / Occasional,0.0373,0,Office Chair,0.7555
C104527,Amara Thomas,Latin America,Argentina,Individual,2026-01-20,In-Store,0,133.0,1.0,29.99,4,5,5,455.0,14.0,29.99,105.58,0.5639972621492129,1.7730582524271843,29.99,Sports & Outdoors,Yoga Mat,Online,1.0,2026-04-03,2026-04-03,5.0,5.2,6.82,1.0,40.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0,1,New / Occasional,0.1104,0,Mountain Bike,0.0728
C104528,Chen Robinson,Europe,UK,Individual,2022-07-13,In-Store,1,149.0,5.0,762.4200000000001,4,2,3,423.0,9.0,762.42,329.2,4.087611225188227,1.2232083054253182,95.3025,Electronics,Skincare Set,Online,8.0,2026-03-18,2025-02-27,11.0,7.818181818181818,7.69090909090909,0.0,3.0,1.0,5.0,3.4,0.0,5.0,0.6,0.2,0,4,Loyal High-Value,0.0282,0,Bluetooth Speaker,0.6998
C104529,Lucas Johnson,North America,USA,Individual,2021-09-27,Online,1,12.0,12.0,3281.2700000000004,1,1,1,111.0,3.0,3281.27,1437.58,4.878850102669404,2.45959595959596,205.07937500000003,Furniture,Winter Jacket,Online,23.0,2026-08-02,2024-01-13,14.0,7.214285714285714,7.535714285714286,5.0,79.0,2.0,2.5,19.25,0.0,11.0,0.7272727272727273,0.1818181818181818,0,3,Champions,0.0097,0,Board Game Set,0.797
C104530,Robert Brown,North America,USA,Individual,2026-05-22,Online,0,84.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.2299794661190965,0.0,0.0,,,Online,0.0,,,8.0,5.625,6.2375,2.0,19.0,2.0,2.5,18.2,0.0,6.0,0.3333333333333333,0.0,0,0,Lost / Dormant,0.0038,0,Yoga Mat,0.0045
C104531,Priya Gonzalez,North America,USA,Individual,2026-01-21,Online,0,49.0,1.0,39.99,2,5,5,255.0,12.0,39.99,187.01,0.5612594113620808,1.7817073170731703,39.99,Health & Wellness,Protein Powder,Online,1.0,2026-06-26,2026-06-26,17.0,7.176470588235294,7.764705882352941,3.0,32.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.75,0.0,0,2,Regular Customers,0.0019,0,Yoga Mat,0.0084
C104532,Ananya Taylor,North America,Mexico,Small Business,2024-12-07,Online,0,9.0,7.0,1617.89,1,2,2,122.0,5.0,1617.89,1916.93,1.6837782340862424,4.157317073170732,161.789,Sports & Outdoors,Mountain Bike,Online,11.0,2026-08-05,2025-10-18,8.0,6.125,6.7625,1.0,21.0,1.0,3.0,15.4,0.0,5.0,0.4,0.0,0,3,Champions,0.0006,0,Winter Jacket,0.6777
C104533,Mia Thompson,North America,Canada,Individual,2023-08-01,Online,0,244.0,3.0,559.97,5,4,4,544.0,13.0,559.97,482.16,3.0362765229295,0.9880522993688008,186.65666666666667,Sports & Outdoors,Protein Powder,Online,3.0,2025-12-13,2025-04-06,8.0,6.75,8.1125,0.0,49.0,3.0,1.0,13.166666666666666,0.3333333333333333,2.0,0.0,0.0,1,1,New / Occasional,0.9845,1,Perfume,0.763
C104534,Sofia Lewis,Europe,France,Small Business,2025-05-18,Online,1,159.0,2.0,873.95,4,5,3,453.0,12.0,873.95,678.57,1.2402464065708418,1.6125827814569538,174.79000000000002,Sports & Outdoors,Kids Building Blocks,Online,5.0,2026-03-08,2025-10-01,15.0,8.866666666666667,8.08,1.0,39.0,6.0,2.833333333333333,11.016666666666667,0.0,4.0,0.75,0.75,0,2,Regular Customers,0.0163,0,Standing Desk,0.9225
C104535,Karen Rodriguez,Europe,Spain,Individual,2023-11-09,B2B Direct,1,41.0,5.0,680.41,2,2,3,223.0,7.0,680.41,438.73,2.7624914442162902,1.8099603567889,85.05125,Home & Kitchen,Running Shoes,Online,9.0,2026-07-04,2024-12-17,22.0,8.5,7.654545454545455,4.0,23.0,4.0,1.25,19.0,0.75,3.0,0.3333333333333333,0.3333333333333333,0,2,Regular Customers,0.006,0,Cookware Set,0.7448
C104536,David Anderson,Europe,UK,Small Business,2024-10-02,B2B Direct,1,103.0,3.0,1159.94,3,4,2,342.0,9.0,1159.94,1022.49,1.864476386036961,1.6090308370044053,231.988,Furniture,Wireless Earbuds Pro,Online,6.0,2026-05-03,2025-04-24,13.0,7.769230769230769,6.892307692307692,3.0,98.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.75,0.25,0,2,Regular Customers,0.093,0,Bluetooth Speaker,0.6859
C104537,Sofia Johnson,APAC,Singapore,Individual,2026-04-13,Marketplace,1,44.0,2.0,1206.93,2,5,2,252.0,9.0,1206.93,2965.58,0.3367556468172484,5.939024390243903,201.155,Sports & Outdoors,Mountain Bike,In-Store,7.0,2026-07-01,2026-06-10,18.0,10.0,8.594444444444443,1.0,9.0,3.0,1.3333333333333333,23.7,0.0,12.0,0.6666666666666666,0.1666666666666666,0,3,Champions,0.002,0,Winter Jacket,0.7228
C104538,Elizabeth Lewis,North America,Canada,Individual,2025-06-25,In-Store,0,91.0,2.0,629.98,3,5,4,354.0,12.0,629.98,1459.28,1.136208076659822,1.760240963855422,314.99,Electronics,Running Shoes,Online,2.0,2026-05-15,2026-03-30,17.0,7.588235294117647,6.788235294117647,1.0,27.0,1.0,2.0,14.8,0.0,6.0,0.6666666666666666,0.3333333333333333,0,2,Regular Customers,0.0269,0,Winter Jacket,0.7348
C104539,Ananya Taylor,North America,USA,Small Business,2021-02-06,Marketplace,1,22.0,7.0,3517.11,1,2,1,121.0,4.0,3517.11,1271.87,5.516769336071184,1.2688585607940446,351.711,Sports & Outdoors,Kids Building Blocks,Online,14.0,2026-07-23,2024-03-02,5.0,7.4,7.840000000000001,0.0,127.0,0.0,2.3524457602403785,0.0,0.0,2.0,0.5,0.0,0,1,New / Occasional,0.0013,0,Office Chair,0.7203
C104540,Carlos Wilson,North America,USA,Enterprise,2025-07-01,B2B Direct,1,122.0,3.0,1424.93,3,4,2,342.0,9.0,1424.93,1908.59,1.1197809719370295,2.679095354523227,284.986,Home & Kitchen,Laptop Backpack,Marketplace,7.0,2026-04-14,2025-11-14,3.0,4.333333333333333,3.9333333333333336,0.0,21.0,0.0,2.3524457602403785,0.0,0.0,2.0,0.5,0.5,0,1,New / Occasional,0.0253,0,Perfume,0.6916
C104541,Ava Anderson,Europe,Germany,Individual,2021-04-02,Online,1,97.0,6.0,1794.91,3,2,2,322.0,7.0,1794.91,817.1,5.366187542778919,1.1181122448979592,256.4157142857143,Electronics,Board Game Set,Online,9.0,2026-05-09,2023-05-22,17.0,6.705882352941177,6.841176470588235,0.0,70.0,0.0,2.3524457602403785,0.0,0.0,1.0,1.0,0.0,0,2,Regular Customers,0.0424,0,Espresso Machine,0.8569
C104542,James Sanchez,North America,Mexico,Individual,2026-01-18,Online,0,15.0,2.0,399.96,1,5,4,154.0,10.0,399.96,1334.43,0.5694729637234771,3.5120192307692304,133.32000000000002,Home & Kitchen,Board Game Set,Online,4.0,2026-07-30,2026-04-24,5.0,6.0,6.58,1.0,2.0,5.0,2.2,23.22,0.4,1.0,0.0,0.0,0,1,New / Occasional,0.0067,0,Espresso Machine,0.9337
C104543,Elena Williams,North America,USA,Individual,2021-07-04,In-Store,1,195.0,4.0,333.94,4,3,4,434.0,11.0,333.94,122.6,5.111567419575633,0.7825388323513659,55.656666666666666,Beauty,Board Game Set,Online,6.0,2026-01-31,2023-07-24,3.0,7.0,9.033333333333331,1.0,195.0,3.0,2.333333333333333,16.866666666666664,0.0,3.0,0.3333333333333333,0.0,1,1,New / Occasional,0.7847,1,Perfume,0.8118
C104544,Fatima Moore,Europe,Netherlands,Individual,2022-12-29,In-Store,1,164.0,4.0,489.96,4,3,4,434.0,11.0,489.96,376.03,3.6249144421629023,1.103474320241692,122.49,Home & Kitchen,Skincare Set,Online,4.0,2026-03-03,2025-02-23,19.0,8.736842105263158,8.236842105263158,0.0,17.0,1.0,4.0,16.9,0.0,10.0,0.6,0.0,0,4,Loyal High-Value,0.0372,0,Espresso Machine,0.8346
C104545,Sarah Miller,Middle East,Saudi Arabia,Small Business,2023-11-18,Marketplace,1,10.0,6.0,768.91,1,2,3,123.0,6.0,768.91,686.06,2.737850787132101,2.1915,109.8442857142857,Home & Kitchen,Winter Jacket,Marketplace,9.0,2026-08-04,2025-08-07,15.0,8.733333333333333,7.84,1.0,10.0,0.0,2.3524457602403785,0.0,0.0,10.0,0.7,0.1,0,3,Champions,0.0036,0,Board Game Set,0.7616
C104546,Priya Thompson,North America,Canada,Individual,2025-04-21,Online,1,212.0,1.0,129.99,4,5,5,455.0,14.0,129.99,222.73,1.3141683778234086,0.7609375,129.99,Apparel,Winter Jacket,Online,1.0,2026-01-14,2026-01-14,12.0,6.75,7.816666666666666,1.0,51.0,3.0,1.3333333333333333,20.766666666666666,0.3333333333333333,4.0,0.5,0.0,1,1,New / Occasional,0.9723,1,Running Shoes,0.7687
C104547,Barbara Sanchez,APAC,Japan,Small Business,2022-01-07,Online,0,25.0,10.0,2905.79,1,1,1,111.0,3.0,2905.79,1125.3,4.59958932238193,2.174107142857143,181.611875,Electronics,Laptop Backpack,Online,21.0,2026-07-20,2025-04-04,5.0,7.6,9.28,0.0,65.0,4.0,2.5,16.125,0.0,4.0,0.5,0.25,0,3,Champions,0.0034,0,Air Fryer,0.5841
